ref,payout_date,qty_produk,hpp,total_price,seller_discount,fee_admin,fee_service,fee_affiliate,fee_order_process,fee_program,fee_transaction,shipping_cost,omset,payout_status
260108GH8JG7KP,2026-01-16 00:00:00,1,115850,325000,0,-33150,-38350,0,-1250,-350,0,0,251900,sukses
260113VVEQW68T,2026-01-16 00:00:00,1,145800,302500,0,-31611,-35696,0,-1250,-350,0,0,233593,sukses
2601142HFH1PFU,2026-01-16 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260106AW782B51,2026-01-16 00:00:00,1,204000,385000,0,-40233,-45430,-5495,-1250,-350,0,0,292242,sukses
260107CHDRC9XB,2026-01-16 00:00:00,1,132000,346500,0,-35343,-40888,0,-1250,-350,0,0,268669,sukses
26010580HNVE5U,2026-01-16 00:00:00,1,180800,385000,0,-40233,-45430,0,-1250,-350,0,0,297737,sukses
260111QPCBQG0W,2026-01-16 00:00:00,1,72000,127000,0,-13272,-14986,-1861,-1250,-350,0,0,95281,sukses
260113VRM6BQUA,2026-01-16 00:00:00,1,149850,307500,-153750,-15298,-17375,0,-1250,-350,0,0,119477,sukses
260111P52TVP8H,2026-01-16 00:00:00,1,213900,525000,0,-54863,-61950,0,-1250,-350,0,0,406587,sukses
2601021UFVQNTB,2026-01-16 00:00:00,1,180800,385000,-11550,-39026,-44067,0,-1250,-350,0,0,288757,sukses
260108GHPA2YY2,2026-01-16 00:00:00,1,0,127000,-127000,0,0,0,0,-350,0,0,-350,retur
582062956220613955,2026-01-16 00:00:00,1,145800,302500,0,-24200,-16638,0,0,-10588,-1250,0,249824,sukses
582053183979423358,2026-01-16 00:00:00,1,19850,40000,0,-3200,-2200,0,0,-1400,-1250,0,31950,sukses
582019689576891872,2026-01-16 00:00:00,1,132000,346500,0,-27720,-19058,0,0,-12128,-1250,0,286344,sukses
581612232392344974,2026-01-16 00:00:00,1,132000,346500,0,-27720,-19058,-31936,0,-15592,-1250,0,250944,sukses
582079180773295494,2026-01-15 00:00:00,1,72000,127000,0,-10160,-6985,0,0,-4445,-1250,0,104160,sukses
581939768690377903,2026-01-15 00:00:00,1,224400,614000,-122800,-39296,-27016,0,0,-17192,-1250,0,406446,sukses
202601110642082824090,2026-01-16 00:00:00,1,232940,322225,0,-27065,0,0,0,0,0,0,295160,sukses
260107E559X1FJ,2026-01-17 00:00:00,1,132350,300000,-150000,-14925,-16950,-2198,-1250,-350,0,0,114327,sukses
2601141J4YDEQ8,2026-01-17 00:00:00,1,87850,195000,-97500,-9945,-11506,0,-1250,-350,0,0,74449,sukses
2601142HRD6W1T,2026-01-17 00:00:00,1,87850,195000,-97500,-9945,-11506,-1311,-1250,-350,0,0,73138,sukses
260107D6UK899H,2026-01-17 00:00:00,1,87850,195000,-97500,-9945,-11506,0,-1250,-350,0,0,74449,sukses
2601142Q87X12N,2026-01-17 00:00:00,1,84850,196900,-98450,-9796,-11125,-1639,-1250,-350,0,0,74290,sukses
260106B8T2MY28,2026-01-17 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
2601154A21N2AX,2026-01-17 00:00:00,1,132000,346500,0,-35343,-40888,0,-1250,-350,0,0,268669,sukses
260108FXRHSA2P,2026-01-17 00:00:00,1,224400,614000,0,-64163,-72452,0,-1250,-350,0,0,475785,sukses
260112TQFREPR5,2026-01-17 00:00:00,1,87850,195000,-97500,-9945,-11506,-1542,-1250,-350,0,0,72907,sukses
2601141MPW2BRQ,2026-01-17 00:00:00,1,190000,500000,-250000,-25500,-29500,0,-1250,-350,0,0,193400,sukses
26011674YE7F0J,2026-01-18 00:00:00,1,110750,302500,-181500,-12040,-13673,0,-1250,-350,0,0,93687,sukses
2601167XCK6W0B,2026-01-18 00:00:00,1,126350,293000,-175800,-11661,-13244,-1561,-1250,-350,0,0,89134,sukses
26011426E1GQJN,2026-01-18 00:00:00,1,272900,517000,0,-54027,-61006,0,-1250,-350,0,0,400367,sukses
2601178AM0T7F1,2026-01-18 00:00:00,1,122000,325000,0,-33150,-38350,-4579,-1250,-350,0,0,247321,sukses
260108GTAC0707,2026-01-18 00:00:00,1,160000,329500,-164750,-16393,-18618,0,-1250,-350,0,0,128139,sukses
26011789079SQV,2026-01-18 00:00:00,2,245600,582500,-291250,-28979,-32912,0,-1250,-350,0,0,227759,sukses
260112T4DH2G1F,2026-01-18 00:00:00,1,90000,270000,-135000,-13433,-15255,0,-1250,-350,0,0,104712,sukses
2601141YYGFP2F,2026-01-18 00:00:00,1,50000,95000,0,-9928,-11210,-1582,-1250,-350,0,0,70680,sukses
260106BXYV9RYB,2026-01-18 00:00:00,1,262900,495000,0,-51728,-58410,0,-1250,-350,0,0,383262,sukses
2601069Y8RY202,2026-01-18 00:00:00,1,145800,302500,0,-31611,-35696,0,-1250,-350,0,0,233593,sukses
2601033TCCFE3J,2026-01-18 00:00:00,2,162000,382800,-76560,-30471,-34605,0,-1250,-350,0,0,239564,sukses
260108FPY6AP89,2026-01-18 00:00:00,1,142350,300000,-150000,-14925,-16950,0,-1250,-350,0,0,116525,sukses
260108GQX3K6RJ,2026-01-18 00:00:00,1,110750,302500,-151250,-15049,-17092,-2015,-1250,-350,0,0,115494,sukses
2601154J07JGMA,2026-01-18 00:00:00,1,87850,195000,-97500,-9945,-11506,-1331,-1250,-350,0,0,73118,sukses
2601141G5ACES9,2026-01-18 00:00:00,1,87850,195000,-97500,-9945,-11506,0,-1250,-350,0,0,74449,sukses
260111RE5FKG59,2026-01-18 00:00:00,1,87850,195000,-97500,-9945,-11506,-1461,-1250,-350,0,0,72988,sukses
260108EJQX9FWE,2026-01-18 00:00:00,2,195800,387500,0,-40494,-45726,0,-1250,-350,0,0,299680,sukses
582047484575319231,2026-01-18 00:00:00,1,132000,275000,0,-22000,-15125,0,0,-9625,-1250,0,227000,sukses
582094037547648250,2026-01-17 00:00:00,1,200900,415000,0,-33200,-22825,0,0,-14525,-1250,0,343200,sukses
582076672458262088,2026-01-17 00:00:00,4,431500,880000,0,-70400,-48400,0,0,-30800,-1250,0,729150,sukses
582073439524849516,2026-01-17 00:00:00,1,132000,346500,0,-27720,-19058,0,0,-12128,-1250,0,286344,sukses
582052157795042319,2026-01-17 00:00:00,1,19850,40000,0,-3200,-2200,0,0,-1400,-1250,0,31950,sukses
582036631603021789,2026-01-17 00:00:00,1,200900,415000,0,-33200,-22825,0,0,-14525,-1250,0,343200,sukses
2601143064H6AM,2026-01-19 00:00:00,1,138350,325000,-162500,-16575,-19176,-7937,-1250,-350,0,0,117212,sukses
260112TMB20SCA,2026-01-19 00:00:00,1,175000,335500,-167750,-16691,-18957,0,-1250,-350,0,0,130502,sukses
260109K5SY5Q0M,2026-01-19 00:00:00,1,19850,40000,0,-4180,-4720,-2109,-1250,-350,0,0,27391,sukses
260108GBU07U8H,2026-01-19 00:00:00,1,132350,300000,-150000,-14925,-16950,0,-1250,-350,0,0,116525,sukses
260108FM3876JU,2026-01-19 00:00:00,1,272900,517000,0,-54027,-61006,-7575,-1250,-350,0,0,392792,sukses
260110N7UFTQRK,2026-01-19 00:00:00,1,464850,1320000,-924000,-39402,-44748,0,-1250,-350,0,0,310250,sukses
260114219MYNU9,2026-01-19 00:00:00,1,204000,385000,0,-40233,-45430,0,-1250,-350,0,0,297737,sukses
2601142SQYWYY3,2026-01-19 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260115585MT7WE,2026-01-19 00:00:00,1,87850,195000,-97500,-9945,-11506,0,-1250,-350,0,0,74449,sukses
26011793H4QAMQ,2026-01-19 00:00:00,1,145800,302500,0,-31611,-35696,-4281,-1250,-350,0,0,229312,sukses
582148996277634975,2026-01-19 00:00:00,1,84850,196900,-98450,-7876,-4922,0,0,-3446,-1250,0,80956,sukses
582109065561146905,2026-01-19 00:00:00,1,75000,250000,-125000,-10000,-6875,0,0,-4375,-1250,0,102500,sukses
582093090848736775,2026-01-19 00:00:00,1,75000,185900,-55770,-10410,-6506,0,0,-4555,-1250,0,107409,sukses
OT-4-200126,2026-01-20 00:00:00,2,194000,295000,0,0,0,0,0,0,0,0,295000,sukses
2601179KSHS2X3,2026-01-20 00:00:00,1,72000,127000,0,-13272,-14986,0,-1250,-350,0,0,97142,sukses
260118AX86T07Q,2026-01-20 00:00:00,1,161350,390000,-195000,-19403,-22035,0,-1250,-350,0,0,151962,sukses
260118C6UAG2Y2,2026-01-20 00:00:00,1,110750,302500,-181500,-12040,-13673,0,-1250,-350,0,0,93687,sukses
260119ECPGYCDD,2026-01-20 00:00:00,1,87850,195000,-97500,-9945,-11506,0,-1250,-350,0,0,74449,sukses
2601153VU42UDP,2026-01-20 00:00:00,1,74850,185900,-74360,-11098,-12604,0,-1250,-350,0,0,86238,sukses
260111QN7GY8XR,2026-01-20 00:00:00,1,285900,635000,0,-66358,-74930,0,-1250,-350,0,0,492112,sukses
2601165WN1C9D7,2026-01-20 00:00:00,1,87850,195000,-97500,-9945,-11506,0,-1250,-350,0,0,74449,sukses
2601154EY7C1Y9,2026-01-20 00:00:00,1,110750,302500,-151250,-15049,-17092,0,-1250,-350,0,0,117509,sukses
26011786SH4TWV,2026-01-20 00:00:00,1,87850,195000,-97500,-9945,-11506,0,-1250,-350,0,0,74449,sukses
26011796F1PY5H,2026-01-20 00:00:00,2,235700,557500,-278750,-28361,-32125,0,-1250,-350,0,0,216664,sukses
260112T7KGH80T,2026-01-20 00:00:00,1,190900,385000,0,-40233,-45430,0,-1250,-350,0,0,297737,sukses
2601166THRV8MT,2026-01-20 00:00:00,1,132000,275000,0,-28738,-32450,-4029,-1250,-350,0,0,208183,sukses
26011552YQRG1W,2026-01-20 00:00:00,1,122000,325000,0,-33150,-38350,0,-1250,-350,0,0,251900,sukses
260109JA7RGGDY,2026-01-20 00:00:00,1,0,270000,-270000,0,0,0,0,-350,0,-6500,-350,retur
582154391408051434,2026-01-20 00:00:00,2,185750,495000,-247500,-19800,-11412,0,0,-8662,-1250,0,206376,sukses
582124685024004013,2026-01-20 00:00:00,1,150000,307500,-153750,-12300,-7688,0,0,-5381,-1250,0,127131,sukses
260113VY6EH1FV,2026-01-21 00:00:00,2,141850,328900,-164450,-16528,-17923,-2272,-1250,-350,0,0,126127,sukses
260119D7MV0AJ4,2026-01-21 00:00:00,1,90000,270000,-135000,-13433,-15255,0,-1250,-350,0,0,104712,sukses
260118CP56035M,2026-01-21 00:00:00,1,87850,195000,-97500,-9945,-11506,0,-1250,-350,0,0,74449,sukses
260120FRECWVFN,2026-01-21 00:00:00,1,132000,346500,-69300,-28274,-32710,0,-1250,-350,0,0,214616,sukses
2601179T3W80UH,2026-01-21 00:00:00,1,145800,302500,0,-31611,-35696,-4432,-1250,-350,0,0,229161,sukses
260118B2JB5EGW,2026-01-21 00:00:00,1,87850,195000,-97500,-9945,-11506,0,-1250,-350,0,0,74449,sukses
260111QHVH9PT5,2026-01-21 00:00:00,1,272900,517000,0,-54027,-61006,0,-1250,-350,0,0,400367,sukses
260112RRA7S2TY,2026-01-21 00:00:00,1,87850,195000,-97500,-9945,-11506,0,-1250,-350,0,0,74449,sukses
2601179V7TM35A,2026-01-21 00:00:00,1,190900,385000,0,-40233,-45430,0,-1250,-350,0,0,297737,sukses
260111P58KVFHU,2026-01-21 00:00:00,1,85850,250000,-125000,-13063,-14750,-1832,-1250,-350,0,0,93755,sukses
2601167GYRS8V4,2026-01-21 00:00:00,1,50000,85000,0,-8883,-10030,-1245,-1250,-350,0,0,63242,sukses
2601153606A28Y,2026-01-21 00:00:00,1,186000,370000,0,-38665,-43660,0,-1250,-350,0,0,286075,sukses
260118AWXUBCD0,2026-01-21 00:00:00,1,90000,270000,-135000,-13433,-15255,0,-1250,-350,0,0,104712,sukses
26011421361VTQ,2026-01-21 00:00:00,1,272900,517000,0,-54027,-61006,-7317,-1250,-350,0,0,393050,sukses
2601141P4SQUWD,2026-01-21 00:00:00,2,181350,455000,-247500,-20646,-23448,0,-1048,-350,0,0,162008,sukses
582159118775059672,2026-01-21 00:00:00,1,87850,195000,-97500,-7800,-5362,0,0,-3412,-1250,0,79676,sukses
582156859448788060,2026-01-21 00:00:00,1,85000,196900,-59070,-11026,-6892,0,0,-4824,-1250,0,113838,sukses
582156190577362145,2026-01-21 00:00:00,1,132350,300000,-150000,-12000,-7500,0,0,-5250,-1250,0,124000,sukses
582155265403684093,2026-01-21 00:00:00,2,288850,581900,-78760,-40251,-27082,0,0,-17610,-1250,0,416947,sukses
582155178077750638,2026-01-21 00:00:00,1,87850,195000,-97500,-7800,-5362,0,0,-3412,-1250,0,79676,sukses
582147697653942056,2026-01-21 00:00:00,1,85850,195000,-97500,-7800,-5850,-4631,0,-3412,-1250,0,74557,sukses
582135538840142897,2026-01-21 00:00:00,1,115850,325000,0,-26000,-17875,0,0,-11375,-1250,0,268500,sukses
582052199614612688,2026-01-21 00:00:00,1,150000,307500,-153750,-12300,-7688,0,0,-5381,-1250,0,127131,sukses
260109JTNEBJJJ,2026-01-22 00:00:00,1,224400,614000,0,-64163,-72452,0,-1250,-350,0,0,475785,sukses
260121J7MTD6S0,2026-01-22 00:00:00,1,138350,325000,-162500,-16575,-19176,-7937,-1250,-350,0,0,117212,sukses
260119D9GCG6AX,2026-01-22 00:00:00,1,134850,280000,-140000,-13930,-15820,0,-1250,-350,0,0,108650,sukses
260119E65GUTGJ,2026-01-22 00:00:00,1,405000,830000,-498000,-33034,-37516,0,-1250,-350,0,0,259850,sukses
2601154N2GR54N,2026-01-22 00:00:00,1,132000,346500,0,-35343,-40888,0,-1250,-350,0,0,268669,sukses
260119EJHDEQCN,2026-01-22 00:00:00,1,190900,385000,0,-40233,-45430,0,-1250,-350,0,0,297737,sukses
260113V67CKC8P,2026-01-22 00:00:00,1,72000,127000,0,-13272,-14986,0,-1250,-350,0,0,97142,sukses
260112T9C4F6RH,2026-01-22 00:00:00,1,19850,40000,0,-4180,-4720,-2109,-1250,-350,0,0,27391,sukses
260112T27TBH3S,2026-01-22 00:00:00,1,110750,302500,-151250,-15049,-17092,0,-1250,-350,0,0,117509,sukses
260117AHWBJ7BJ,2026-01-22 00:00:00,1,72000,127000,0,-13272,-14986,0,-1250,-350,0,0,97142,sukses
582160286250797036,2026-01-22 00:00:00,1,126350,293000,-175800,-9376,-7032,0,0,-4102,-1250,0,95440,sukses
582160102045287524,2026-01-22 00:00:00,1,160000,329500,-164750,-13180,-8238,0,0,-5766,-1250,0,136316,sukses
582159407389902244,2026-01-22 00:00:00,1,75000,192500,-96250,-7700,-3850,0,0,-3369,-1250,0,80081,sukses
582155098502170481,2026-01-22 00:00:00,1,87850,195000,-97500,-7800,-5362,0,0,-3412,-1250,0,79676,sukses
582153927300121761,2026-01-22 00:00:00,1,66000,195000,-97500,-7800,-5362,0,0,-3412,-1250,0,79676,sukses
582153098425107770,2026-01-22 00:00:00,1,87850,195000,-97500,-7800,-5362,0,0,-3412,-1250,0,79676,sukses
582095848118191175,2026-01-22 00:00:00,1,272900,517000,0,-41360,-28435,0,0,-18095,-1250,0,427860,sukses
2601141FUGK8QE,2026-01-23 00:00:00,1,200900,415000,0,-43368,-48970,0,-1250,-350,0,0,321062,sukses
260112TM10JNDF,2026-01-23 00:00:00,1,224400,614000,0,-64163,-72452,-8996,-1250,-350,0,0,466789,sukses
260121KJMWBUJ6,2026-01-23 00:00:00,2,434250,907000,-195000,-73430,-83041,0,-1250,-350,0,0,553929,sukses
260119ENXA5S51,2026-01-23 00:00:00,1,290000,689000,-344500,-40307,-42374,0,-1250,-350,0,0,260219,sukses
2601165SCYTPKN,2026-01-23 00:00:00,1,110750,302500,-181500,-12040,-13673,0,-1250,-350,0,0,93687,sukses
260120HTPM6CUD,2026-01-23 00:00:00,1,150000,307500,-153750,-15298,-17375,-2253,-1250,-350,0,0,117224,sukses
260122MSHNG5UK,2026-01-23 00:00:00,1,132350,300000,-150000,-14925,-16950,0,-1250,-350,0,0,116525,sukses
260121JYBAC5UH,2026-01-23 00:00:00,1,19850,40000,-1200,-4055,-4578,0,-1250,-350,0,0,28567,sukses
260117AKBC3CF6,2026-01-23 00:00:00,1,132000,275000,0,-28738,-32450,0,-1250,-350,0,0,212212,sukses
2601165K4KAQP2,2026-01-23 00:00:00,2,317750,627000,-66000,-58460,-65208,0,-1250,-350,0,0,435732,sukses
2601141TC77N5P,2026-01-23 00:00:00,2,220750,455000,0,-47548,-53690,0,-1250,-350,0,0,352162,sukses
260119FF1X14J3,2026-01-23 00:00:00,1,19850,40000,0,-4180,-4720,0,-1250,-350,0,0,29500,sukses
2601140N4PBMEY,2026-01-23 00:00:00,1,132000,346500,0,-35343,-40888,0,-1250,-350,0,0,268669,sukses
260110N9S4WN4W,2026-01-23 00:00:00,1,145800,302500,0,-31611,-35696,-4432,-1250,-350,0,0,229161,sukses
26011797BJEDYN,2026-01-23 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
26011799Q14XM5,2026-01-23 00:00:00,1,61350,170500,-85250,-8909,-10060,0,-1250,-350,0,0,64681,sukses
582192368049358751,2026-01-23 00:00:00,1,75000,185900,-55770,-10410,-6506,0,0,-4555,-1250,0,107409,sukses
582178523102348862,2026-01-23 00:00:00,1,87850,195000,-97500,-7800,-5362,0,0,-3412,-1250,0,79676,sukses
582141088661275752,2026-01-23 00:00:00,1,54850,132000,-66000,-5280,-2640,0,0,-2310,-1250,0,54520,sukses
2601153BTME0MR,2026-01-24 00:00:00,1,132000,275000,0,-28738,-32450,-4326,-1250,-350,0,0,207886,sukses
260122NJMARGDE,2026-01-24 00:00:00,1,19850,40000,-1200,-4055,-4578,-1686,-1250,-350,0,0,26881,sukses
26011546VS3D1Y,2026-01-24 00:00:00,1,200900,415000,0,-43368,-48970,-6081,-1250,-350,0,0,314981,sukses
2601142MEP35YP,2026-01-24 00:00:00,3,371500,912500,-486500,-42387,-48138,0,-1250,-350,0,0,333875,sukses
260114307N53AP,2026-01-24 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260118D3CSGK9W,2026-01-24 00:00:00,3,154550,374000,-187000,-19074,-19261,-2739,-1250,-350,0,0,144326,sukses
260121M7E9282A,2026-01-24 00:00:00,1,150000,307500,-153750,-15298,-17375,0,-1250,-350,0,0,119477,sukses
260120GTB8KBNP,2026-01-24 00:00:00,1,25350,50000,0,-5225,-5900,-791,-1250,-350,0,0,36484,sukses
260123SNVGTQRU,2026-01-25 00:00:00,2,245000,526400,-223820,-30107,-34191,-4283,-1250,-350,0,0,232399,sukses
2601155JBG9G2K,2026-01-25 00:00:00,1,75000,192500,-96250,-9577,-9914,-1103,-1250,-350,0,0,74056,sukses
260116760SCXEC,2026-01-25 00:00:00,1,132000,346500,0,-35343,-40888,0,-1250,-350,0,0,268669,sukses
2601167HY164UU,2026-01-25 00:00:00,2,149850,371800,-130130,-24046,-27309,-3541,-1250,-350,0,0,185174,sukses
26011665V77V90,2026-01-25 00:00:00,1,110750,302500,-151250,-15049,-17092,0,-1250,-350,0,0,117509,sukses
260124TGQ38NHR,2026-01-25 00:00:00,3,424700,929500,-464750,-46243,-52518,-6578,-1250,-350,0,0,357811,sukses
2601154JX609NA,2026-01-25 00:00:00,1,232940,522500,-209000,-31977,-36994,0,-1250,-350,0,0,242929,sukses
2601155A3QCAUB,2026-01-25 00:00:00,1,0,302500,-302500,0,0,0,0,-350,0,0,-350,retur
260122NUJJSTFW,2026-01-25 00:00:00,1,54850,132000,-66000,-6732,-6798,0,-1250,-350,0,0,50870,sukses
582217099247388493,2026-01-25 00:00:00,1,150000,307500,-153750,-12300,-7688,0,0,-5381,-1250,0,127131,sukses
582203069271475323,2026-01-25 00:00:00,1,132000,346500,0,-27720,-19058,0,0,-12128,-1250,0,286344,sukses
582202988123423835,2026-01-25 00:00:00,1,138350,325000,-162500,-13000,-8938,0,0,-5688,-1250,0,133624,sukses
582146604645254791,2026-01-25 00:00:00,1,87850,195000,-97500,-7800,-5362,0,0,-3412,-1250,0,79676,sukses
582105282321942028,2026-01-25 00:00:00,2,40000,110000,0,-8800,-6050,0,0,-3850,-1250,0,90050,sukses
582199178290955802,2026-01-24 00:00:00,1,224400,614000,0,-49120,-33770,0,0,-21490,-1250,0,508370,sukses
582187186984354864,2026-01-24 00:00:00,3,316250,781000,0,-62480,-42955,0,0,-27335,-1250,0,646980,sukses
582172991699715922,2026-01-24 00:00:00,1,85000,196900,-59070,-11026,-6892,0,0,-4824,-1250,0,113838,sukses
582167584164709881,2026-01-24 00:00:00,1,145800,302500,0,-24200,-16638,0,0,-10588,-1250,0,249824,sukses
2601154S8S1VSB,2026-01-26 00:00:00,1,145800,302500,0,-31611,-35696,-3542,-1250,-350,0,0,230051,sukses
260122PBVT38NE,2026-01-26 00:00:00,1,19850,40000,-1200,-4055,-4578,-490,-1250,-350,0,0,28077,sukses
260123RQ1G5EMF,2026-01-26 00:00:00,1,145800,302500,0,-31611,-35696,0,-1250,-350,0,0,233593,sukses
260122NJGDT9YM,2026-01-26 00:00:00,2,260750,610000,-305000,-30348,-34465,0,-1250,-350,0,0,238587,sukses
260122Q61FFA1S,2026-01-26 00:00:00,2,221500,605000,-302500,-30099,-34183,0,-1250,-350,0,0,236618,sukses
260124T8CCSTXA,2026-01-26 00:00:00,1,161350,390000,-195000,-19403,-22035,0,-1250,-350,0,0,151962,sukses
260122MXJBP3VQ,2026-01-26 00:00:00,1,180800,385000,0,-40233,-45430,0,-1250,-350,0,0,297737,sukses
260123RM2EUUEC,2026-01-26 00:00:00,1,110750,302500,-181500,-12040,-13673,0,-1250,-350,0,0,93687,sukses
2601154SXDE377,2026-01-26 00:00:00,1,179000,370000,0,-38665,-43660,-5421,-1250,-350,0,0,280654,sukses
2601166X5FYAX1,2026-01-26 00:00:00,2,140000,305000,0,-31873,-35990,-4469,-1250,-350,0,0,231068,sukses
582251817401484510,2026-01-26 00:00:00,1,54850,132000,-66000,-5280,-2640,0,0,-2970,-1250,0,53860,sukses
582185103877047638,2026-01-26 00:00:00,1,90000,270000,-135000,-10800,-6750,0,0,-4725,-1250,0,111475,sukses
582160820136347055,2026-01-26 00:00:00,1,90000,270000,-135000,-10800,-6750,0,0,-4725,-1250,0,111475,sukses
RIMC-EVN-KNG,2026-01-25 00:00:00,6,461700,1036000,-360630,0,0,0,0,0,0,0,675370,sukses
260121KPMY8JAT,2026-01-27 00:00:00,1,88850,270000,-135000,-14108,-15930,-2023,-1250,-350,0,0,101339,sukses
2601166VUSTFFV,2026-01-27 00:00:00,1,90000,270000,-135000,-13433,-15255,0,-1250,-350,0,0,104712,sukses
2601155G2PE6M6,2026-01-27 00:00:00,1,87850,195000,-97500,-9945,-11506,0,-1250,-350,0,0,74449,sukses
260120HH0WKW78,2026-01-27 00:00:00,1,132000,346500,0,-35343,-40888,0,-1250,-350,0,0,268669,sukses
2601165NHBY7UF,2026-01-27 00:00:00,1,145800,302500,0,-31611,-35696,0,-1250,-350,0,0,233593,sukses
260117A94E96VH,2026-01-27 00:00:00,1,110750,302500,-181500,-12040,-13673,0,-1250,-350,0,0,93687,sukses
260119FD1E9M1G,2026-01-27 00:00:00,1,130000,250000,0,-26125,-29500,0,-1250,-350,0,0,192775,sukses
2601154EYE1UYC,2026-01-27 00:00:00,1,0,335500,-335500,0,0,0,0,-350,0,-6500,-350,retur
582247543159162484,2026-01-27 00:00:00,1,150000,307500,-153750,-12300,-7688,0,0,-6919,-1250,0,125593,sukses
582247559626983245,2026-01-27 00:00:00,1,132000,346500,-69400,-22168,-15240,0,0,-12470,-1250,0,225972,sukses
582238900864255863,2026-01-27 00:00:00,1,190900,385000,0,-30800,-21175,0,0,-13475,-1250,0,318300,sukses
202601150735056466854,2026-01-23 00:00:00,1,232940,322225,0,-27915,0,0,0,0,0,0,294310,sukses
OT-5-280126,2026-01-28 00:00:00,1,74850,91000,0,0,0,0,0,0,0,0,91000,sukses
2601262KFNAWPG,2026-01-28 00:00:00,1,66850,181500,-90750,-9257,-10709,-2418,-1250,-350,0,0,66766,sukses
260123SEHG6GJF,2026-01-28 00:00:00,1,180800,385000,0,-40233,-45430,-5641,-1250,-350,0,0,292096,sukses
2601263MXHPUA9,2026-01-28 00:00:00,1,213900,525000,0,-54863,-61950,-7692,-1250,-350,0,0,398895,sukses
260119E6E6DNMC,2026-01-28 00:00:00,1,87850,195000,-97500,-9945,-11506,-1461,-1250,-350,0,0,72988,sukses
260118AR4WC8N0,2026-01-28 00:00:00,1,262900,495000,0,-51728,-58410,0,-1250,-350,0,0,383262,sukses
260125VAH1KFTN,2026-01-28 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260125194W5XTK,2026-01-28 00:00:00,1,110750,302500,-151250,-15049,-17092,-1998,-1250,-350,0,0,115511,sukses
2601251993NFK9,2026-01-28 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260123RXAKRSPU,2026-01-28 00:00:00,1,72000,127000,0,-13272,-14986,-1861,-1250,-350,0,0,95281,sukses
2601251AQVVVFP,2026-01-28 00:00:00,1,149850,307500,-153750,-15298,-17375,0,-1250,-350,0,0,119477,sukses
2601179745VH39,2026-01-28 00:00:00,1,160000,329500,-164750,-16393,-18618,0,-1250,-350,0,0,128139,sukses
26011546Y2FM2V,2026-01-28 00:00:00,1,190900,385000,0,-40233,-45430,0,-1250,-350,0,0,297737,sukses
260121KJ4X736F,2026-01-28 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
582264215138961128,2026-01-28 00:00:00,1,132000,346500,-69400,-22168,-15240,0,0,-12470,-1250,0,225972,sukses
582261481761507061,2026-01-28 00:00:00,1,54850,132000,-66000,-5280,-2640,0,0,-2970,-1250,0,53860,sukses
582252650414704450,2026-01-28 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-6806,-1250,0,123532,sukses
582250936213735262,2026-01-28 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-6806,-1250,0,123532,sukses
582247460139075405,2026-01-28 00:00:00,1,161350,390000,-195000,-15600,-9750,0,0,-8775,-1250,0,159625,sukses
582232337429005912,2026-01-28 00:00:00,2,264700,600000,-300000,-24000,-15000,0,0,-10500,-1250,0,249250,sukses
OT-6-290126,2026-01-29 00:00:00,2,221500,242000,0,0,0,0,0,0,0,0,242000,sukses
OT-7-290126,2026-01-29 00:00:00,2,338900,610000,0,0,0,0,0,0,0,0,610000,sukses
OT-8-290126,2026-01-29 00:00:00,1,49850,58000,0,0,0,0,0,0,0,0,58000,sukses
2601275ENA01UE,2026-01-29 00:00:00,1,151350,370000,-185000,-18408,-20905,0,-1250,-350,0,0,144087,sukses
260119FJVR4004,2026-01-29 00:00:00,1,150000,307500,-153750,-15298,-17375,0,-1250,-350,0,0,119477,sukses
2601263UUTQFJC,2026-01-29 00:00:00,1,54850,132000,-66000,-6732,-6798,-1099,-1250,-350,0,0,49771,sukses
2601262QUF0D8C,2026-01-29 00:00:00,3,499700,1083000,-624500,-45937,-50546,0,-1250,-350,0,0,360417,sukses
260119FKRC7A03,2026-01-29 00:00:00,1,87850,195000,-97500,-9945,-11506,0,-1250,-350,0,0,74449,sukses
2601179RVVVN2V,2026-01-29 00:00:00,1,224400,614000,0,-64163,-72452,0,-1250,-350,0,0,475785,sukses
260121K04BD6BH,2026-01-29 00:00:00,1,138350,325000,-162500,-16575,-19176,0,-1250,-350,0,0,125149,sukses
2601153X9E3US2,2026-01-29 00:00:00,1,190900,385000,0,-40233,-45430,0,-1250,-350,0,0,297737,sukses
260119ENPAKQ1G,2026-01-29 00:00:00,3,282350,671800,-261540,-40821,-46360,0,-1250,-350,0,0,321479,sukses
